1;1;1;2;97.6581950098;82.7731716186;96;
2;1;0;1;221.8;126.3105410748;138;
3;1;0;1;90;267.0292289602;273;
4;1;0;2;281.9;247.1078337222;246;
5;1;1;2;256.0410984212;261.2627927571;261;
6;1;0;1;90;19.8912288064;3;
7;1;1;2;103.3958650175;95.0303998838;90;
8;1;0;2;286.5;229.0984099453;240;
9;1;0;1;140.3;12.7096477468;18;
10;1;1;2;131.4452537952;107.1222736224;123;
11;1;0;1;90;19.8912288064;3;
12;1;0;1;322.2;222.9320311188;210;
13;1;1;2;120.6763512047;106.0410984212;111;
14;1;1;2;293.1222736224;323.6631447977;309;
15;1;0;2;310.2;293.1888864118;294;
16;1;0;1;339.5;176.4284103401;186;
17;1;0;1;133.5;40.740468117;42;
18;1;0;2;342;173.4284103401;183;
19;1;1;2;72.567884861;67.8056449583;81;
20;1;1;2;291.8492738093;296.7547458492;306;
21;1;1;2;0;0;0;
22;1;0;1;339.5;176.4284103401;186;
23;1;1;2;163.7478683321;177.1097308659;174;
24;1;1;2;91.8056449583;101.9962951905;105;
25;1;0;1;322.7;259.2244605524;258;
26;1;0;2;26.2;339.0218116774;336;
27;1;0;2;322.7;259.2244605524;258;
28;1;1;2;172.1078337222;150.8390053232;171;
29;1;0;2;147.4;67.8056449583;81;
30;1;0;1;72.2;305.6363179426;285;
31;1;1;2;163.7478683321;177.1097308659;174;
32;1;0;1;322.2;222.9320311188;210;
33;1;0;2;56.2;117.567884861;126;
34;1;1;2;249.0218116774;247.1078337222;246;
35;1;1;2;347.6852480088;337.7657720565;342;
36;1;1;2;29.8508929684;19.7478683321;30;
37;1;0;2;255.9;82.7731716186;96;
38;1;0;2;227.4;163.1354858442;165;
39;1;0;1;147.7;65.8079790086;54;
40;1;0;2;231.4;315.5395420694;318;
41;1;0;1;13;172.1078337222;171;
42;1;0;1;326.1;208.4566844221;222;
43;1;1;2;103.3958650175;95.0303998838;90;
44;1;1;2;204.2462213197;173.4284103401;183;
45;1;0;2;277.5;231.2428975971;225;
46;1;0;2;323.8;296.7547458492;306;
47;1;1;2;141.3489844061;129.9320311188;117;
48;1;0;2;136.8;66.2462213197;45;
49;1;0;2;58.8;337.7657720565;342;
50;1;0;2;130.9;84.6763512047;75;
51;1;1;2;314.2519476014;315.5395420694;318;
52;1;0;2;58.8;337.7657720565;342;
53;1;0;1;136.8;59.6631447977;45;
54;1;0;1;26.2;333.5395420694;336;
55;1;0;2;53.8;60.0292289602;66;
56;1;0;2;316.7;189.3249391486;201;
57;1;0;1;277.5;218.4503760005;225;
58;1;0;1;90;267.0292289602;273;
59;1;0;1;143.9;13.8926120867;24;
60;1;0;2;90;297.3489844061;273;
61;1;0;2;40.7;345.6034176969;354;
62;1;0;1;311.5;225.2428975971;219;
63;1;1;2;235.1354858442;257.6363179426;237;
64;1;0;1;72.2;305.6363179426;285;
65;1;0;1;322.7;259.2244605524;258;
66;1;0;1;61.2;293.1222736224;309;
67;1;1;2;93.2627927571;104.8079790086;93;
68;1;0;2;49.8;341.7875140172;339;
69;1;1;2;56.8249978276;60.0292289602;66;
70;1;1;2;0.3249391486;-2.1507261907;12;
71;1;1;2;131.4452537952;107.1222736224;123;
72;1;0;2;236.7;129.9320311188;117;
73;1;1;2;103.3958650175;95.0303998838;90;
74;1;0;1;331.4;279.8070611465;270;
75;1;0;1;130.9;82.48602293;75;
76;1;1;2;283.5678023107;275.0993325048;276;
77;1;0;1;266.2;139.7731716186;153;
78;1;0;1;61.2;293.1222736224;309;
79;1;0;2;58.8;337.7657720565;342;
80;1;0;2;326.1;224.1641907583;222;
81;1;0;2;312.2;257.6363179426;237;
82;1;1;2;129.1097308659;117.567884861;126;
83;1;0;2;227.2;106.0410984212;111;
84;1;0;2;133.5;38.2078396264;42;
85;1;0;2;238.5;107.1222736224;123;
86;1;0;2;322.2;199.8926120867;210;
87;1;0;2;266.2;162.8070611465;153;
88;1;0;2;49.8;341.7875140172;339;
89;1;1;2;126.3105410748;154.8912288064;138;
90;1;0;1;163;0.3249391486;12;
91;1;0;1;90;256.0410984212;261;
92;1;0;1;266.2;139.7731716186;153;
93;1;0;1;221.8;126.3105410748;138;
94;1;1;2;235.1354858442;257.6363179426;237;
95;1;0;1;286.5;248.0955588459;240;
96;1;1;2;208.4566844221;224.1641907583;222;
97;1;1;2;222.9320311188;199.8926120867;210;
98;1;0;1;312.2;235.1354858442;237;
99;1;0;1;339.5;176.4284103401;186;
100;1;1;2;249.0218116774;247.1078337222;246;
101;1;1;2;293.1222736224;323.6631447977;309;
102;1;0;1;81.6;91.8056449583;105;
103;1;0;1;143.9;13.8926120867;24;
104;1;0;2;58.8;337.7657720565;342;
105;1;1;2;333.5395420694;339.0218116774;336;
106;1;0;2;207.7;136.4566844221;150;
107;1;0;2;16.1;297.2393221479;288;
108;1;0;1;280.7;234.6034176969;243;
109;1;1;2;152.7875140172;136.4566844221;150;
110;1;0;2;140.3;26.0955588459;18;
111;1;0;2;46.3;221.6852480088;216;
112;1;0;2;322.7;259.2244605524;258;
113;1;0;2;49.8;341.7875140172;339;
114;1;1;2;40.0984099453;50.8508929684;51;
115;1;0;1;310.2;299.0303998838;294;
116;1;1;2;0.3249391486;-2.1507261907;12;
117;1;0;2;136.8;66.2462213197;45;
118;1;1;2;93.2627927571;104.8079790086;93;
119;1;1;2;305.6363179426;273.3105410748;285;
120;1;0;1;255.9;97.6581950098;96;
